StockCode,Description,Month,Quantity,Revenue,Transactions,Customers,Avg_Price,Min_Price,Max_Price,Revenue_Per_Unit
23222,CHRISTMAS TREE HANGING GOLD,2011-06,12,9.96,1,1,0.83,0.83,0.83,0.8300000000000001
23222,CHRISTMAS TREE HANGING GOLD,2011-08,24,19.92,2,2,0.83,0.83,0.83,0.8300000000000001
23222,CHRISTMAS TREE HANGING GOLD,2011-09,277,217.27,16,13,0.9731249999999999,0.72,1.63,0.7843682310469314
23222,CHRISTMAS TREE HANGING GOLD,2011-10,181,158.23000000000002,21,17,0.9442857142857142,0.83,1.63,0.8741988950276244
23222,CHRISTMAS TREE HANGING GOLD,2011-11,230,238.1,19,15,0.9984210526315789,0.83,1.63,1.0352173913043479
23222,CHRISTMAS TREE HANGING GOLD,2011-12,52,47.160000000000004,7,6,0.9442857142857142,0.83,1.63,0.9069230769230769
23223,CHRISTMAS TREE HANGING SILVER ,2011-06,12,9.96,1,1,0.83,0.83,0.83,0.8300000000000001
23223,CHRISTMAS TREE HANGING SILVER ,2011-08,36,29.880000000000003,3,3,0.83,0.83,0.83,0.8300000000000001
23223,CHRISTMAS TREE HANGING SILVER ,2011-09,218,187.34,15,14,0.9366666666666666,0.83,1.63,0.8593577981651376
23223,CHRISTMAS TREE HANGING SILVER ,2011-10,224,188.08,19,16,0.9926315789473684,0.72,1.63,0.8396428571428572
23223,CHRISTMAS TREE HANGING SILVER ,2011-11,209,213.47,25,19,0.9259999999999999,0.83,1.63,1.0213875598086124
23223,CHRISTMAS TREE HANGING SILVER ,2011-12,48,43.04,7,6,0.9442857142857142,0.83,1.63,0.8966666666666666
23224,CHERUB HEART DECORATION GOLD,2011-06,1,0.83,1,1,0.83,0.83,0.83,0.83
23224,CHERUB HEART DECORATION GOLD,2011-07,33,24.75,3,3,0.7933333333333333,0.72,0.83,0.75
23224,CHERUB HEART DECORATION GOLD,2011-08,12,9.96,1,1,0.83,0.83,0.83,0.8300000000000001
23224,CHERUB HEART DECORATION GOLD,2011-09,262,205.62000000000003,10,9,0.9789999999999999,0.72,1.63,0.7848091603053436
23224,CHERUB HEART DECORATION GOLD,2011-10,178,148.3,18,15,0.9572222222222222,0.72,1.63,0.8331460674157304
23224,CHERUB HEART DECORATION GOLD,2011-11,176,182.07999999999998,19,17,0.9142105263157895,0.83,1.63,1.0345454545454544
23224,CHERUB HEART DECORATION GOLD,2011-12,57,48.910000000000004,7,5,0.9442857142857142,0.83,1.63,0.8580701754385965
23225,CHERUB HEART DECORATION SILVER ,2011-06,36,27.240000000000002,2,2,0.7749999999999999,0.72,0.83,0.7566666666666667
23225,CHERUB HEART DECORATION SILVER ,2011-07,77,61.27,4,4,0.8025,0.72,0.83,0.7957142857142857
23225,CHERUB HEART DECORATION SILVER ,2011-08,36,29.880000000000003,3,3,0.83,0.83,0.83,0.8300000000000001
23225,CHERUB HEART DECORATION SILVER ,2011-09,174,146.58,11,10,0.9654545454545453,0.72,1.63,0.8424137931034483
23225,CHERUB HEART DECORATION SILVER ,2011-10,508,392.92,26,19,0.9711538461538461,0.72,1.63,0.7734645669291339
23225,CHERUB HEART DECORATION SILVER ,2011-11,422,395.21999999999997,19,15,0.9926315789473684,0.72,1.63,0.9365402843601895
23225,CHERUB HEART DECORATION SILVER ,2011-12,44,37.32,5,5,0.9899999999999999,0.83,1.63,0.8481818181818181
23226,FILIGREE HEART DAISY WHITE,2011-05,24,30.0,1,1,1.25,1.25,1.25,1.25
23226,FILIGREE HEART DAISY WHITE,2011-06,302,372.46,14,13,1.2349999999999999,1.04,1.25,1.2333112582781456
23226,FILIGREE HEART DAISY WHITE,2011-07,198,247.5,10,10,1.25,1.25,1.25,1.25
23226,FILIGREE HEART DAISY WHITE,2011-08,280,350.0,14,13,1.25,1.25,1.25,1.25
23226,FILIGREE HEART DAISY WHITE,2011-09,101,116.17,5,5,1.208,1.04,1.25,1.15019801980198
23226,FILIGREE HEART DAISY WHITE,2011-10,101,121.21000000000001,11,10,1.2309090909090907,1.04,1.25,1.2000990099009903
23226,FILIGREE HEART DAISY WHITE,2011-11,159,198.75,14,13,1.25,1.25,1.25,1.25
23226,FILIGREE HEART DAISY WHITE,2011-12,34,42.5,3,3,1.25,1.25,1.25,1.25
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-05,24,30.0,1,1,1.25,1.25,1.25,1.25
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-06,408,474.72,12,12,1.215,1.04,1.25,1.163529411764706
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-07,197,246.25,9,9,1.25,1.25,1.25,1.25
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-08,239,298.75,14,13,1.25,1.25,1.25,1.25
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-09,209,256.21,12,12,1.2325,1.04,1.25,1.2258851674641147
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-10,207,254.92,14,14,1.3214285714285714,1.04,2.46,1.2314975845410627
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-11,272,341.21,21,19,1.3076190476190477,1.25,2.46,1.2544485294117647
23227,FILIGREE HEART BUTTERFLY WHITE ,2011-12,36,45.0,4,4,1.25,1.25,1.25,1.25
23228,FILIGREE HEART BIRD WHITE ,2011-05,48,60.0,2,2,1.25,1.25,1.25,1.25
23228,FILIGREE HEART BIRD WHITE ,2011-06,318,362.22,11,10,1.211818181818182,1.04,1.25,1.139056603773585
23228,FILIGREE HEART BIRD WHITE ,2011-07,96,120.0,4,4,1.25,1.25,1.25,1.25
23228,FILIGREE HEART BIRD WHITE ,2011-08,233,291.25,11,11,1.25,1.25,1.25,1.25
23228,FILIGREE HEART BIRD WHITE ,2011-09,142,183.35,11,10,1.450909090909091,1.04,2.46,1.2911971830985915
23228,FILIGREE HEART BIRD WHITE ,2011-10,248,311.01,19,15,1.4936842105263157,1.04,2.46,1.2540725806451614
23228,FILIGREE HEART BIRD WHITE ,2011-11,283,357.38,18,16,1.4516666666666667,1.25,2.46,1.262826855123675
23228,FILIGREE HEART BIRD WHITE ,2011-12,29,41.09,3,3,1.6533333333333333,1.25,2.46,1.416896551724138
23229,DONKEY TAIL GAME ,2011-06,36,122.04,1,1,3.39,3.39,3.39,3.39
23229,VINTAGE DONKEY TAIL GAME ,2011-06,332,1098.8400000000001,20,20,3.6575,2.62,3.75,3.3097590361445786
23229,DONKEY TAIL GAME ,2011-07,6,22.5,1,1,3.75,3.75,3.75,3.75
23229,VINTAGE DONKEY TAIL GAME ,2011-07,200,655.6800000000001,28,28,3.6967857142857143,2.62,3.75,3.2784000000000004
23229,DONKEY TAIL GAME ,2011-08,6,22.5,1,1,3.75,3.75,3.75,3.75
23229,VINTAGE DONKEY TAIL GAME ,2011-08,102,382.5,24,23,3.75,3.75,3.75,3.75
23229,DONKEY TAIL GAME ,2011-09,6,22.5,1,1,3.75,3.75,3.75,3.75
23229,VINTAGE DONKEY TAIL GAME ,2011-09,284,983.64,36,31,3.718611111111111,2.62,3.75,3.4635211267605635
23229,VINTAGE DONKEY TAIL GAME ,2011-10,248,924.46,37,32,3.940810810810811,3.39,7.46,3.727661290322581
23229,VINTAGE DONKEY TAIL GAME ,2011-11,436,1587.81,58,56,3.8593103448275863,3.39,7.46,3.6417660550458715
23229,VINTAGE DONKEY TAIL GAME ,2011-12,148,513.96,12,12,3.66,3.39,3.75,3.472702702702703
23230,WRAP ALPHABET DESIGN,2011-01,325,136.5,13,13,0.42,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-02,1175,453.5,26,26,0.41384615384615386,0.34,0.42,0.38595744680851063
23230,WRAP ALPHABET DESIGN,2011-03,725,304.5,29,29,0.42,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-04,875,335.5,21,21,0.4123809523809524,0.34,0.42,0.38342857142857145
23230,WRAP ALPHABET DESIGN,2011-05,925,372.5,29,27,0.41724137931034483,0.34,0.42,0.4027027027027027
23230,WRAP ALPHABET DESIGN,2011-06,450,189.0,15,15,0.42,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-07,1025,398.5,23,22,0.41304347826086957,0.34,0.42,0.38878048780487806
23230,WRAP ALPHABET DESIGN,2011-08,300,126.0,11,11,0.42,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-09,500,210.0,20,19,0.42000000000000004,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-10,650,273.0,19,18,0.42,0.42,0.42,0.42
23230,WRAP ALPHABET DESIGN,2011-11,900,366.0,24,17,0.4175,0.36,0.42,0.4066666666666667
23230,WRAP ALPHABET DESIGN,2011-12,100,42.0,3,3,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-01,300,126.0,12,12,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-02,800,320.0,25,25,0.4168,0.34,0.42,0.4
23231,WRAP DOILEY DESIGN,2011-03,425,178.5,16,16,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-04,800,320.0,25,25,0.4168,0.34,0.42,0.4
23231,WRAP DOILEY DESIGN,2011-05,725,304.5,28,27,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-06,550,231.0,22,20,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-07,800,320.0,24,22,0.4166666666666667,0.34,0.42,0.4
23231,WRAP  VINTAGE DOILEY ,2011-08,100,42.0,2,2,0.42,0.42,0.42,0.42
23231,WRAP  VINTAGE DOILY ,2011-08,350,147.0,13,13,0.42,0.42,0.42,0.42
23231,WRAP DOILEY DESIGN,2011-08,275,115.5,10,10,0.42000000000000004,0.42,0.42,0.42
23231,WRAP  VINTAGE DOILY ,2011-09,850,357.0,34,32,0.42,0.42,0.42,0.42
23231,WRAP  VINTAGE DOILY ,2011-10,500,210.0,18,18,0.42,0.42,0.42,0.42
23231,WRAP  VINTAGE DOILY ,2011-11,550,231.0,21,21,0.42000000000000004,0.42,0.42,0.42
23231,WRAP  VINTAGE DOILY ,2011-12,200,84.0,7,7,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE PETALS  DESIGN,2011-01,325,136.5,13,13,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE PETALS  DESIGN,2011-02,475,183.5,12,12,0.41333333333333333,0.34,0.42,0.3863157894736842
23232,WRAP VINTAGE PETALS  DESIGN,2011-03,525,220.5,19,19,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE PETALS  DESIGN,2011-04,700,278.0,21,21,0.4161904761904762,0.34,0.42,0.39714285714285713
23232,WRAP VINTAGE PETALS  DESIGN,2011-05,825,330.5,25,23,0.4168,0.34,0.42,0.40060606060606063
23232,WRAP VINTAGE LEAF DESIGN,2011-06,175,73.5,4,4,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE PETALS  DESIGN,2011-06,425,178.5,14,13,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE LEAF DESIGN,2011-07,1051,409.42,22,21,0.4127272727272727,0.34,0.42,0.3895528068506185
23232,WRAP VINTAGE PETALS  DESIGN,2011-07,25,10.5,1,1,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE LEAF DESIGN,2011-08,700,278.0,18,17,0.4155555555555555,0.34,0.42,0.39714285714285713
23232,WRAP VINTAGE LEAF DESIGN,2011-09,750,315.0,29,28,0.42,0.42,0.42,0.42
23232,WRAP VINTAGE LEAF DESIGN,2011-10,1350,531.0,27,27,0.41777777777777775,0.36,0.42,0.3933333333333333
23232,WRAP VINTAGE LEAF DESIGN,2011-11,1050,429.0,31,28,0.4180645161290322,0.36,0.42,0.4085714285714286
23232,WRAP VINTAGE LEAF DESIGN,2011-12,250,105.0,7,7,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-01,200,84.0,8,8,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-02,550,231.0,18,18,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-03,250,105.0,10,10,0.42000000000000004,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-04,375,157.5,15,15,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-05,675,283.5,26,24,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-06,525,204.5,13,13,0.41384615384615386,0.34,0.42,0.38952380952380955
23233,WRAP POPPIES  DESIGN,2011-07,375,157.5,13,12,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-08,600,236.0,15,15,0.41466666666666663,0.34,0.42,0.3933333333333333
23233,WRAP POPPIES  DESIGN,2011-09,275,115.5,11,10,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-10,1100,426.0,20,19,0.417,0.36,0.42,0.38727272727272727
23233,WRAP POPPIES  DESIGN,2011-11,225,94.5,9,9,0.42,0.42,0.42,0.42
23233,WRAP POPPIES  DESIGN,2011-12,25,10.5,1,1,0.42,0.42,0.42,0.42
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-06,13,37.57,6,4,2.89,2.89,2.89,2.89
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-07,109,286.21000000000004,8,8,2.79,2.49,2.89,2.625779816513762
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-08,301,783.49,16,16,2.865,2.49,2.89,2.602956810631229
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-09,424,1179.76,56,56,2.8614285714285717,2.49,2.89,2.7824528301886793
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-10,411,1187.89,72,69,2.9650000000000003,2.49,5.79,2.8902433090024333
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-11,291,852.59,62,60,2.9835483870967745,2.89,5.79,2.9298625429553264
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-12,86,248.54,15,15,2.89,2.89,2.89,2.89
23235,BISCUIT TIN VINTAGE LEAF,2011-06,12,34.68,2,2,2.89,2.89,2.89,2.89
23235,STORAGE TIN VINTAGE LEAF,2011-06,297,781.53,25,24,2.842,2.49,2.89,2.631414141414141
23235,BISCUIT TIN VINTAGE LEAF,2011-07,12,29.880000000000003,1,1,2.49,2.49,2.49,2.49
23235,STORAGE TIN VINTAGE LEAF,2011-07,126,344.94,21,18,2.870952380952381,2.49,2.89,2.7376190476190474
23235,STORAGE TIN VINTAGE LEAF,2011-08,86,248.54,13,13,2.89,2.89,2.89,2.89
23235,STORAGE TIN VINTAGE LEAF,2011-09,48,138.72,10,10,2.89,2.89,2.89,2.89
23235,STORAGE TIN VINTAGE LEAF,2011-10,50,144.5,10,10,2.89,2.89,2.89,2.89
23235,STORAGE TIN VINTAGE LEAF,2011-11,17,49.13,6,6,2.89,2.89,2.89,2.89
23235,STORAGE TIN VINTAGE LEAF,2011-12,81,130.77,11,10,1.6972727272727275,1.25,2.89,1.6144444444444446
23236,DOILEY BISCUIT TIN,2011-06,102,275.58,10,10,2.85,2.49,2.89,2.701764705882353
23236,DOILEY STORAGE TIN,2011-06,460,1233.4,49,46,2.8655102040816325,2.49,2.89,2.681304347826087
23236,DOILEY BISCUIT TIN,2011-07,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,DOILEY STORAGE TIN,2011-07,415,1141.75,45,43,2.8633333333333333,2.49,2.89,2.7512048192771084
23236,DOILEY BISCUIT TIN,2011-08,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,DOILEY STORAGE TIN,2011-08,183,490.46999999999997,15,15,2.8633333333333337,2.49,2.89,2.680163934426229
23236,STORAGE TIN VINTAGE DOILEY ,2011-08,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,STORAGE TIN VINTAGE DOILY ,2011-08,166,479.74,31,27,2.89,2.89,2.89,2.89
23236,DOILEY BISCUIT TIN,2011-09,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,DOILEY STORAGE TIN,2011-09,12,34.68,2,2,2.89,2.89,2.89,2.89
23236,STORAGE TIN VINTAGE DOILY ,2011-09,534,1488.56,50,47,2.932,2.49,5.79,2.787565543071161
23236,DOILEY STORAGE TIN,2011-10,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,STORAGE TIN VINTAGE DOILY ,2011-10,237,674.43,38,37,3.0321052631578946,2.49,5.79,2.8456962025316455
23236,DOILEY STORAGE TIN,2011-11,6,17.34,1,1,2.89,2.89,2.89,2.89
23236,STORAGE TIN VINTAGE DOILY ,2011-11,290,836.3000000000001,43,33,3.0830232558139534,2.49,5.79,2.883793103448276
23236,STORAGE TIN VINTAGE DOILY ,2011-12,24,69.36,7,5,2.89,2.89,2.89,2.89
23237,SET OF 4 KNICK KNACK TINS LEAVES ,2011-06,240,976.4,43,42,4.131395348837209,3.75,4.15,4.068333333333333
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-07,144,578.4,23,21,4.132608695652174,3.75,4.15,4.016666666666667
23237,SET OF 4 KNICK KNACK TINS LEAVES ,2011-07,40,161.2,7,7,4.092857142857143,3.75,4.15,4.029999999999999
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-08,163,638.05,19,19,4.128947368421053,3.75,4.15,3.9144171779141104
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-09,143,574.25,27,25,4.135185185185185,3.75,4.15,4.015734265734266
23237,SET OF 4 KNICK KNACK TINS LEAVES ,2011-09,24,99.6,3,3,4.15,4.15,4.15,4.1499999999999995
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-10,83,344.45,19,18,4.15,4.15,4.15,4.1499999999999995
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-11,164,661.4,19,16,4.128947368421053,3.75,4.15,4.032926829268293
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-12,43,178.45,10,10,4.15,4.15,4.15,4.1499999999999995
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-06,328,1303.6,34,31,4.126470588235295,3.75,4.15,3.974390243902439
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-07,297,1194.1499999999999,42,33,4.140476190476191,3.75,4.15,4.02070707070707
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-08,258,1032.3,38,35,4.128947368421053,3.75,4.15,4.001162790697674
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-09,353,1407.35,40,35,4.130000000000001,3.75,4.15,3.9868271954674217
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-10,157,651.55,32,29,4.15,4.15,4.15,4.1499999999999995
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-11,239,972.65,43,36,4.140697674418605,3.75,4.15,4.069665271966527
23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-12,156,609.0,15,15,4.096666666666667,3.75,4.15,3.9038461538461537
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-06,215,853.85,31,30,4.137096774193548,3.75,4.15,3.9713953488372096
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-07,189,760.35,28,27,4.121428571428572,3.75,4.15,4.023015873015873
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-08,88,365.2,19,18,4.15,4.15,4.15,4.1499999999999995
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-09,89,369.34999999999997,27,22,4.15,4.15,4.15,4.1499999999999995
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-10,81,336.15,22,18,4.15,4.15,4.15,4.1499999999999995
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-11,77,319.55,18,15,4.15,4.15,4.15,4.15
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-12,84,183.6,18,17,2.066666666666667,1.65,4.15,2.1857142857142855
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2011-06,831,3295.0499999999997,83,72,4.125903614457832,3.75,4.15,3.9651624548736457
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2011-07,558,2238.9,68,65,4.126470588235295,3.75,4.15,4.01236559139785
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,2011-08,6,24.9,1,1,4.15,4.15,4.15,4.1499999999999995
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2011-08,384,1478.4,20,19,4.11,3.75,4.15,3.85
23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-08,331,1316.05,49,43,4.133673469387755,3.75,4.15,3.9759818731117824
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2011-09,24,99.6,4,4,4.15,4.15,4.15,4.1499999999999995
23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-09,636,2581.7999999999997,86,79,4.140697674418605,3.75,4.15,4.05943396226415
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2011-10,6,24.9,1,1,4.15,4.15,4.15,4.1499999999999995
23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-10,614,2452.1,73,70,4.128082191780822,3.75,4.15,3.993648208469055
23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-11,548,2255.0,87,77,4.145402298850575,3.75,4.15,4.114963503649635
23240,SET OF 4 KNICK KNACK TINS DOILY ,2011-12,165,665.55,26,25,4.134615384615385,3.75,4.15,4.033636363636363
23241,TREASURE TIN GYMKHANA DESIGN,2011-06,382,761.44,45,43,2.074888888888889,1.85,2.08,1.9932984293193718
23241,TREASURE TIN GYMKHANA DESIGN,2011-07,271,552.64,39,34,2.074102564102564,1.85,2.08,2.039261992619926
23241,TREASURE TIN GYMKHANA DESIGN,2011-08,260,507.68000000000006,34,28,2.0732352941176475,1.85,2.08,1.9526153846153849
23241,TREASURE TIN GYMKHANA DESIGN,2011-09,490,1008.16,55,50,2.075818181818182,1.85,2.08,2.057469387755102
23241,TREASURE TIN GYMKHANA DESIGN,2011-10,285,581.76,48,42,2.0752083333333333,1.85,2.08,2.0412631578947367
23241,TREASURE TIN GYMKHANA DESIGN,2011-11,225,468.0,56,48,2.08,2.08,2.08,2.08
23241,TREASURE TIN GYMKHANA DESIGN,2011-12,111,219.84,18,14,2.067222222222222,1.85,2.08,1.9805405405405405
23242,TREASURE TIN BUFFALO BILL ,2011-06,313,617.92,32,29,2.0728125,1.85,2.08,1.9741853035143768
23242,TREASURE TIN BUFFALO BILL ,2011-07,183,380.64,29,26,2.08,2.08,2.08,2.08
23242,TREASURE TIN BUFFALO BILL ,2011-08,186,364.8,26,26,2.0711538461538463,1.85,2.08,1.9612903225806453
23242,TREASURE TIN BUFFALO BILL ,2011-09,372,762.72,38,36,2.0739473684210528,1.85,2.08,2.0503225806451613
23242,TREASURE TIN BUFFALO BILL ,2011-10,114,237.12,23,21,2.08,2.08,2.08,2.08
23242,TREASURE TIN BUFFALO BILL ,2011-11,128,266.24,34,30,2.08,2.08,2.08,2.08
23242,TREASURE TIN BUFFALO BILL ,2011-12,140,269.12,14,12,2.047142857142857,1.85,2.08,1.9222857142857144
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-06,737,3260.9500000000003,73,69,4.884246575342466,4.15,4.95,4.424626865671642
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-07,460,2197.0,72,69,4.916666666666667,4.15,4.95,4.776086956521739
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-08,614,3052.1,57,53,4.911403508771929,4.15,5.15,4.970846905537459
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-09,2056,9842.919999999998,72,66,4.86375,3.39,5.06,4.787412451361867
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-10,289,1311.99,52,49,4.826153846153846,1.71,4.95,4.5397577854671285
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-11,444,2176.22,53,49,4.927358490566038,4.15,5.17,4.901396396396396
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2011-12,63,292.65,10,10,4.87,4.15,4.95,4.645238095238095
23244,CANNISTER VINTAGE LEAF DESIGN,2011-06,12,23.4,2,2,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-06,248,440.4,21,20,1.9214285714285715,1.65,1.95,1.775806451612903
23244,STORAGE TIN VINTAGE LEAF,2011-06,30,58.5,3,3,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-07,161,285.15,15,15,1.91,1.65,1.95,1.77111801242236
23244,STORAGE TIN VINTAGE LEAF,2011-07,12,23.4,2,2,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-08,143,264.45,19,17,1.9342105263157894,1.65,1.95,1.8493006993006993
23244,STORAGE TIN VINTAGE LEAF,2011-08,12,23.4,1,1,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-09,55,107.25,10,10,1.95,1.95,1.95,1.95
23244,STORAGE TIN VINTAGE LEAF,2011-09,6,11.7,1,1,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-10,49,95.55,11,11,1.95,1.95,1.95,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-11,154,273.67999999999995,12,12,2.106666666666667,1.65,4.13,1.777142857142857
23244,ROUND STORAGE TIN VINTAGE LEAF,2011-12,43,86.03,8,8,2.2225,1.95,4.13,2.0006976744186047
23245,SET OF 3 REGENCY CAKE TINS,2011-06,1430,6246.5,118,107,4.848305084745763,4.15,4.95,4.368181818181818
23245,SET OF 3 REGENCY CAKE TINS,2011-07,1176,5318.8,124,119,4.866129032258065,4.15,4.95,4.522789115646258
23245,SET OF 3 REGENCY CAKE TINS,2011-08,640,3001.6,115,100,4.901304347826087,4.15,4.95,4.6899999999999995
23245,SET OF 3 REGENCY CAKE TINS,2011-09,768,3564.2400000000002,120,108,4.918666666666667,4.15,10.79,4.640937500000001
23245,SET OF 3 REGENCY CAKE TINS,2011-10,951,4309.530000000001,102,95,4.970392156862745,4.15,10.79,4.531577287066247
23245,SET OF 3 REGENCY CAKE TINS,2011-11,686,3212.02,115,93,5.069652173913044,4.15,10.79,4.682244897959183
23245,SET OF 3 REGENCY CAKE TINS,2011-12,205,972.99,33,33,5.054242424242424,4.15,10.79,4.746292682926829
23247,BISCUIT TIN 50'S CHRISTMAS,2011-06,7,20.23,4,3,2.89,2.89,2.89,2.89
23247,BISCUIT TIN 50'S CHRISTMAS,2011-07,266,682.3400000000001,12,12,2.7900000000000005,2.49,2.89,2.565187969924813
23247,BISCUIT TIN 50'S CHRISTMAS,2011-08,104,300.56,17,16,2.89,2.89,2.89,2.89
23247,BISCUIT TIN 50'S CHRISTMAS,2011-09,368,1057.82,54,53,2.99,2.49,5.79,2.874510869565217
23247,BISCUIT TIN 50'S CHRISTMAS,2011-10,628,1751.6200000000001,98,89,2.9583673469387755,2.49,5.79,2.7892038216560513
23247,BISCUIT TIN 50'S CHRISTMAS,2011-11,572,1664.68,75,69,3.044666666666667,2.89,5.79,2.9102797202797204
23247,BISCUIT TIN 50'S CHRISTMAS,2011-12,115,317.95,17,16,2.8664705882352943,2.49,2.89,2.764782608695652
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-06,216,342.0,12,12,1.633333333333333,1.45,1.65,1.5833333333333333
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-07,172,283.8,18,16,1.65,1.65,1.65,1.6500000000000001
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-08,69,113.85,6,6,1.6499999999999997,1.65,1.65,1.65
23249,ENAMEL DINNER PLATE PANTRY,2011-09,12,19.8,1,1,1.65,1.65,1.65,1.6500000000000001
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-09,97,160.05,10,10,1.65,1.65,1.65,1.6500000000000001
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-10,145,224.85000000000002,9,9,1.6277777777777775,1.45,1.65,1.5506896551724139
23249,VINTAGE RED ENAMEL TRIM PLATE,2011-11,80,132.0,9,8,1.65,1.65,1.65,1.65
